Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
11144377,00000463,false,Rx,4,8,8B,11,0B,13,0B,1E,0B,1F,
11145306,00000473,false,Rx,4,8,8B,1C,0B,1F,0B,1F,0B,1E,
11146300,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
11183976,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,13,
11184886,00000478,false,Rx,4,8,8B,13,0B,12,0B,13,0B,13,
11185880,000007E8,false,Rx,4,8,0C,EF,00,00,00,00,10,03,
11194620,0000046A,false,Rx,4,8,8B,11,0B,10,0B,19,0B,1B,
11195529,0000047A,false,Rx,4,8,8B,18,0B,19,0B,19,0B,19,
11196514,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
11203431,0000046C,false,Rx,4,6,8B,12,0B,12,0B,1C,00,00,
11204218,0000047C,false,Rx,4,6,8B,1E,0B,1E,0B,1C,00,00,
11205231,000007EC,false,Rx,4,8,0D,0E,00,00,00,00,10,27,
11207979,0000046D,false,Rx,4,6,8B,0F,0B,0D,0B,17,00,00,
11208776,0000047D,false,Rx,4,6,8B,17,0B,17,0B,16,00,00,
11209777,000007ED,false,Rx,4,8,0D,09,00,00,00,00,10,23,
11212992,0000046E,false,Rx,4,6,8B,1B,0B,19,0B,28,00,00,
11213779,0000047E,false,Rx,4,6,8B,29,0B,27,0B,27,00,00,
11214824,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
12034352,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
12130870,00000460,false,Rx,4,6,8B,10,0B,10,0B,18,00,00,
12131790,00000460,false,Rx,4,8,8B,0E,0B,0E,0B,17,0B,18,
12133123,00000460,false,Rx,4,8,8B,10,0B,10,0B,1C,0B,1C,
12134026,00000460,false,Rx,4,8,8B,09,0B,09,0B,12,0B,13,
12134940,00000470,false,Rx,4,8,8B,1B,0B,1B,0B,1B,0B,1C,
12135842,00000470,false,Rx,4,8,8B,12,0B,13,0B,12,0B,12,
12136846,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
12137830,000007E0,false,Rx,4,8,0D,0B,00,00,00,00,10,18,
12138764,00000470,false,Rx,4,8,80,02,0B,1A,0B,1B,0B,19,
12147555,00000463,false,Rx,4,8,8B,11,0B,14,0B,1D,0B,1F,
12148484,00000473,false,Rx,4,8,8B,1D,0B,1E,0B,1F,0B,1D,
12149469,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
12153532,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
12154300,00000470,false,Rx,4,6,8B,19,0B,19,0B,1A,00,00,
12187154,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,12,
12188043,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,13,
12189036,000007E8,false,Rx,4,8,0C,EF,00,00,00,00,10,03,
12197820,0000046A,false,Rx,4,8,8B,0E,0B,11,0B,18,0B,1A,
12198718,0000047A,false,Rx,4,8,8B,1A,0B,17,0B,19,0B,19,
12199701,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
12206629,0000046C,false,Rx,4,6,8B,12,0B,11,0B,1C,00,00,
12207426,0000047C,false,Rx,4,6,8B,1E,0B,1E,0B,1C,00,00,
12208420,000007EC,false,Rx,4,8,0D,0E,00,00,00,00,10,27,
12211154,0000046D,false,Rx,4,6,8B,0D,0B,0D,0B,17,00,00,
12211931,0000047D,false,Rx,4,6,8B,17,0B,17,0B,17,00,00,
12212965,000007ED,false,Rx,4,8,0D,09,00,00,00,00,10,23,
12216191,0000046E,false,Rx,4,6,8B,1B,0B,19,0B,28,00,00,
12216988,0000047E,false,Rx,4,6,8B,2A,0B,27,0B,26,00,00,
12218013,000007EE,false,Rx,4,8,00,01,00,00,00,00,10,0F,
13038178,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
13134674,00000460,false,Rx,4,6,8B,11,0B,10,0B,19,00,00,
13135452,00000470,false,Rx,4,6,8B,1A,0B,19,0B,1A,00,00,
13136355,00000460,false,Rx,4,8,8B,08,0B,09,0B,13,0B,14,
13137276,00000460,false,Rx,4,8,8B,10,0B,12,0B,1C,0B,1A,
13138169,00000470,false,Rx,4,8,8B,1B,0B,1B,0B,19,0B,1A,
13144411,000007E0,false,Rx,4,8,0D,09,00,00,00,00,10,16,
13145411,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
13146513,000007E0,false,Rx,4,8,0D,0B,00,00,00,00,10,18,
13147487,00000470,false,Rx,4,8,8B,12,0B,13,0B,13,0B,12,
13151390,00000463,false,Rx,4,8,8B,12,0B,13,0B,1F,0B,1D,
13152309,00000473,false,Rx,4,8,8B,1E,0B,1E,0B,1E,0B,1D,
13153305,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
13160568,00000460,false,Rx,4,8,8B,0E,0B,0F,0B,18,0B,18,
13161497,00000470,false,Rx,4,8,80,01,0B,1A,0B,1B,0B,19,
13162502,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
13190991,00000468,false,Rx,4,8,8B,0A,0B,0A,0B,13,0B,13,
13191890,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,13,
13192873,000007E8,false,Rx,4,8,0C,EF,00,00,00,00,10,03,
13201645,0000046A,false,Rx,4,8,8B,10,0B,0E,0B,1A,0B,18,
13202544,0000047A,false,Rx,4,8,8B,1A,0B,19,0B,19,0B,1A,
13203527,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
13210462,0000046C,false,Rx,4,6,8B,12,0B,12,0B,1D,00,00,
13211259,0000047C,false,Rx,4,6,8B,1E,0B,1E,0B,1C,00,00,
13212243,000007EC,false,Rx,4,8,0D,0E,00,00,00,00,10,27,
13215001,0000046D,false,Rx,4,6,8B,0E,0B,0D,0B,17,00,00,
13215779,0000047D,false,Rx,4,6,8B,17,0B,17,0B,16,00,00,
13216792,000007ED,false,Rx,4,8,0D,09,00,00,00,00,10,23,
13220029,0000046E,false,Rx,4,6,8B,1B,0B,18,0B,29,00,00,
13220826,0000047E,false,Rx,4,6,8B,2A,0B,27,0B,26,00,00,
13221850,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
14039560,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
14136066,00000460,false,Rx,4,6,8B,11,0B,0F,0B,19,00,00,
14136833,00000470,false,Rx,4,6,8B,19,0B,19,0B,1A,00,00,
14138187,00000460,false,Rx,4,8,8B,0E,0B,0F,0B,17,0B,18,
14139090,00000460,false,Rx,4,8,8B,09,0B,09,0B,13,0B,12,
14140003,00000470,false,Rx,4,8,80,01,0B,19,0B,1B,0B,18,
14140917,00000470,false,Rx,4,8,8B,12,0B,13,0B,12,0B,12,
14142574,00000460,false,Rx,4,8,8B,0F,0B,10,0B,1D,0B,1D,
14143842,00000470,false,Rx,4,8,8B,1B,0B,19,0B,19,0B,1B,
14144855,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
14145859,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
14146952,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
14152770,00000463,false,Rx,4,8,8B,12,0B,12,0B,1F,0B,1D,
14153688,00000473,false,Rx,4,8,8B,1E,0B,1E,0B,1E,0B,1F,
14154683,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
14161558,000007E0,false,Rx,4,8,0D,0B,00,00,00,00,10,18,
14192351,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,12,
14193270,00000478,false,Rx,4,8,8B,13,0B,12,0B,13,0B,13,
14194254,000007E8,false,Rx,4,8,0C,EF,00,00,00,00,10,03,
14203028,0000046A,false,Rx,4,8,8B,10,0B,0F,0B,1A,0B,19,
14203928,0000047A,false,Rx,4,8,8B,1B,0B,18,0B,1A,0B,17,
14204912,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
14211836,0000046C,false,Rx,4,6,8B,13,0B,11,0B,1C,00,00,
14212622,0000047C,false,Rx,4,6,8B,1D,0B,1E,0B,1C,00,00,
14213646,000007EC,false,Rx,4,8,0D,0F,00,00,00,00,10,28,
14216373,0000046D,false,Rx,4,6,8B,0E,0B,0E,0B,17,00,00,
14217160,0000047D,false,Rx,4,6,8B,17,0B,17,0B,16,00,00,
14218163,000007ED,false,Rx,4,8,0D,08,00,00,00,00,10,22,
14221389,0000046E,false,Rx,4,6,8B,1B,0B,19,0B,28,00,00,
14222186,0000047E,false,Rx,4,6,8B,29,0B,27,0B,27,00,00,
14223221,000007EE,false,Rx,4,8,00,02,00,00,00,00,10,10,
15040274,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
15136790,00000460,false,Rx,4,6,8B,10,0B,10,0B,19,00,00,
15137697,00000460,false,Rx,4,8,8B,0E,0B,0F,0B,17,0B,18,
15138601,00000460,false,Rx,4,8,8B,09,0B,08,0B,13,0B,12,
15139512,00000470,false,Rx,4,8,8B,12,0B,13,0B,12,0B,12,
15141182,00000460,false,Rx,4,8,8B,0F,0B,10,0B,1C,0B,1D,
15142459,00000470,false,Rx,4,8,8B,1C,0B,1B,0B,1B,0B,1B,
15148529,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
15149508,000007E0,false,Rx,4,8,0D,09,00,00,00,00,10,16,
15150431,00000470,false,Rx,4,8,80,01,0B,1A,0B,1C,0B,19,
15151211,00000470,false,Rx,4,6,8B,1A,0B,19,0B,1A,00,00,
15152306,000007E0,false,Rx,4,8,0D,0B,00,00,00,00,10,18,
15153480,00000463,false,Rx,4,8,8B,11,0B,14,0B,1E,0B,1F,
15154393,00000473,false,Rx,4,8,8B,1C,0B,1E,0B,1E,0B,1E,
15155386,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
15193062,00000468,false,Rx,4,8,8B,0B,0B,0B,0B,13,0B,12,
15193962,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,13,
15194955,000007E8,false,Rx,4,8,0C,EF,00,00,00,00,10,03,
15203738,0000046A,false,Rx,4,8,8B,10,0B,0E,0B,1B,0B,17,
15204627,0000047A,false,Rx,4,8,8B,1B,0B,19,0B,19,0B,1A,
15205611,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
15212547,0000046C,false,Rx,4,6,8B,12,0B,11,0B,1C,00,00,
15213344,0000047C,false,Rx,4,6,8B,1E,0B,1E,0B,1C,00,00,
15214337,000007EC,false,Rx,4,8,0D,0E,00,00,00,00,10,27,
15217095,0000046D,false,Rx,4,6,8B,0E,0B,0D,0B,17,00,00,
15217893,0000047D,false,Rx,4,6,8B,16,0B,17,0B,16,00,00,
15218886,000007ED,false,Rx,4,8,0D,09,00,00,00,00,10,23,
15222111,0000046E,false,Rx,4,6,8B,1C,0B,19,0B,28,00,00,
15222888,0000047E,false,Rx,4,6,8B,29,0B,27,0B,25,00,00,
15223943,000007EE,false,Rx,4,8,00,00,00,00,00,00,10,0E,
16045253,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
16141770,00000460,false,Rx,4,6,8B,10,0B,10,0B,19,00,00,
16142677,00000460,false,Rx,4,8,8B,0F,0B,0F,0B,18,0B,18,
16143590,00000460,false,Rx,4,8,8B,08,0B,09,0B,13,0B,13,
16144604,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
16145516,00000470,false,Rx,4,8,8B,12,0B,12,0B,12,0B,12,
16146458,00000470,false,Rx,4,8,80,02,0B,1A,0B,1C,0B,19,
16147441,000007E0,false,Rx,4,8,0D,0B,00,00,00,00,10,18,
16148525,000007E0,false,Rx,4,8,0D,09,00,00,00,00,10,16,
16149367,00000470,false,Rx,4,6,8B,1A,0B,19,0B,1A,00,00,
16158463,00000463,false,Rx,4,8,8B,13,0B,12,0B,1F,0B,1E,
16159372,00000473,false,Rx,4,8,8B,1C,0B,20,0B,1D,0B,1D,
16160365,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
16163653,00000460,false,Rx,4,8,8B,0F,0B,10,0B,1C,0B,1D,
16164564,00000470,false,Rx,4,8,8B,1C,0B,1B,0B,1A,0B,1A,
16165578,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
16198044,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,12,
16198963,00000478,false,Rx,4,8,8B,13,0B,12,0B,14,0B,13,
16199948,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
16208689,0000046A,false,Rx,4,8,8B,0E,0B,11,0B,19,0B,19,
16209585,0000047A,false,Rx,4,8,8B,1B,0B,18,0B,19,0B,1A,
16210569,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
16217519,0000046C,false,Rx,4,6,8B,12,0B,12,0B,1C,00,00,
16218306,0000047C,false,Rx,4,6,8B,1E,0B,1E,0B,1C,00,00,
16219320,000007EC,false,Rx,4,8,0D,0E,00,00,00,00,10,27,
16222056,0000046D,false,Rx,4,6,8B,0F,0B,0D,0B,17,00,00,
16222853,0000047D,false,Rx,4,6,8B,17,0B,17,0B,16,00,00,
16223868,000007ED,false,Rx,4,8,0D,09,00,00,00,00,10,23,
16227063,0000046E,false,Rx,4,6,8B,1C,0B,19,0B,28,00,00,
16227860,0000047E,false,Rx,4,6,8B,2A,0B,27,0B,26,00,00,
16228894,000007EE,false,Rx,4,8,00,00,00,00,00,00,10,0E,
17050070,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
17146615,00000460,false,Rx,4,6,8B,10,0B,0F,0B,19,00,00,
17147543,00000460,false,Rx,4,8,8B,0E,0B,10,0B,18,0B,19,
17148900,00000460,false,Rx,4,8,8B,0E,0B,0E,0B,19,0B,1A,
17149803,00000460,false,Rx,4,8,8B,09,0B,08,0B,13,0B,12,
17150714,00000470,false,Rx,4,8,8B,18,0B,19,0B,1A,0B,1A,
17151627,00000470,false,Rx,4,8,8B,12,0B,13,0B,12,0B,12,
17152641,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
17153625,000007E0,false,Rx,4,8,0D,0B,00,00,00,00,10,18,
17154539,00000470,false,Rx,4,8,80,01,0B,1A,0B,1D,0B,19,
17163281,00000463,false,Rx,4,8,8B,13,0B,12,0B,20,0B,1E,
17164190,00000473,false,Rx,4,8,8B,1D,0B,1F,0B,1D,0B,1E,
17165183,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
17169156,000007E0,false,Rx,4,8,0D,0A,00,00,00,00,10,17,
17169944,00000470,false,Rx,4,6,8B,1A,0B,1A,0B,19,00,00,
17202867,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,13,
17203766,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,13,
17204750,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
17213528,0000046A,false,Rx,4,8,8B,0E,0B,13,0B,18,0B,1A,
17214438,0000047A,false,Rx,4,8,8B,1A,0B,18,0B,1A,0B,19,
17215422,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
17222329,0000046C,false,Rx,4,6,8B,13,0B,12,0B,1D,00,00,
17223136,0000047C,false,Rx,4,6,8B,1E,0B,1E,0B,1D,00,00,
17224140,000007EC,false,Rx,4,8,0D,0E,00,00,00,00,10,27,
17226919,0000046D,false,Rx,4,6,8B,0E,0B,0E,0B,18,00,00,
17227694,0000047D,false,Rx,4,6,8B,17,0B,17,0B,17,00,00,
17228720,000007ED,false,Rx,4,8,0D,09,00,00,00,00,10,23,
17231915,0000046E,false,Rx,4,6,8B,1B,0B,19,0B,28,00,00,
17232711,0000047E,false,Rx,4,6,8B,29,0B,26,0B,26,00,00,
17233737,000007EE,false,Rx,4,8,00,01,00,00,00,00,10,0F,
18055244,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
18151759,00000460,false,Rx,4,6,8B,11,0B,0F,0B,19,00,00,
18152534,00000470,false,Rx,4,6,8B,1A,0B,19,0B,1A,00,00,
18153437,00000460,false,Rx,4,8,8B,09,0B,09,0B,12,0B,13,
18154358,00000460,false,Rx,4,8,8B,12,0B,10,0B,1A,0B,1B,
18155706,00000470,false,Rx,4,8,8B,1C,0B,1B,0B,19,0B,1A,
18156627,00000460,false,Rx,4,8,8B,0E,0B,0F,0B,18,0B,18,
18157552,00000470,false,Rx,4,8,8B,12,0B,12,0B,12,0B,11,
18158474,00000470,false,Rx,4,8,80,01,0B,1A,0B,1C,0B,1A,
18165502,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
18166512,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
18167593,000007E0,false,Rx,4,8,0D,09,00,00,00,00,10,16,
18168517,00000463,false,Rx,4,8,8B,12,0B,12,0B,1F,0B,1D,
18169440,00000473,false,Rx,4,8,8B,1E,0B,1F,0B,1D,0B,1E,
18170434,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
18182500,000007E0,false,Rx,4,8,0D,0B,00,00,00,00,10,18,
18208042,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,12,
18208942,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,12,
18209923,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
18218704,0000046A,false,Rx,4,8,8B,10,0B,0E,0B,1A,0B,1B,
18219592,0000047A,false,Rx,4,8,8B,17,0B,1B,0B,19,0B,17,
18220577,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
18227535,0000046C,false,Rx,4,6,8B,13,0B,12,0B,1B,00,00,
18228332,0000047C,false,Rx,4,6,8B,1E,0B,1E,0B,1C,00,00,
18229336,000007EC,false,Rx,4,8,0D,0E,00,00,00,00,10,27,
18232063,0000046D,false,Rx,4,6,8B,0D,0B,0D,0B,16,00,00,
18232861,0000047D,false,Rx,4,6,8B,17,0B,17,0B,16,00,00,
18233875,000007ED,false,Rx,4,8,0D,08,00,00,00,00,10,22,
18237080,0000046E,false,Rx,4,6,8B,1B,0B,18,0B,28,00,00,
18237867,0000047E,false,Rx,4,6,8B,29,0B,26,0B,26,00,00,
18238892,000007EE,false,Rx,4,8,00,01,00,00,00,00,10,0F,
19058484,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
19155010,00000460,false,Rx,4,6,8B,11,0B,10,0B,18,00,00,
19155930,00000460,false,Rx,4,8,8B,0E,0B,0F,0B,18,0B,18,
19156843,00000460,false,Rx,4,8,8B,08,0B,09,0B,13,0B,13,
19157754,00000470,false,Rx,4,8,8B,12,0B,12,0B,13,0B,12,
19159118,000007E0,false,Rx,4,8,0D,0B,00,00,00,00,10,18,
19160031,00000460,false,Rx,4,8,8B,10,0B,0F,0B,19,0B,1A,
19161035,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
19161938,00000470,false,Rx,4,8,8B,19,0B,1B,0B,1C,0B,1C,
19162872,00000470,false,Rx,4,8,80,02,0B,19,0B,1C,0B,19,
19163885,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
19164970,000007E0,false,Rx,4,8,0D,09,00,00,00,00,10,16,
19165830,00000470,false,Rx,4,6,8B,1A,0B,1A,0B,1A,00,00,
19171696,00000463,false,Rx,4,8,8B,12,0B,13,0B,1D,0B,1F,
19172585,00000473,false,Rx,4,8,8B,1D,0B,20,0B,1D,0B,1E,
19173580,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
19211284,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,12,
19212183,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,12,
19213166,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
19221940,0000046A,false,Rx,4,8,8B,0F,0B,10,0B,1A,0B,19,
19222849,0000047A,false,Rx,4,8,8B,1A,0B,18,0B,1A,0B,19,
19223833,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
19230790,0000046C,false,Rx,4,6,8B,12,0B,11,0B,1C,00,00,
19231566,0000047C,false,Rx,4,6,8B,1D,0B,1D,0B,1C,00,00,
19232580,000007EC,false,Rx,4,8,0D,0E,00,00,00,00,10,27,
19235318,0000046D,false,Rx,4,6,8B,0E,0B,0D,0B,17,00,00,
19236106,0000047D,false,Rx,4,6,8B,16,0B,17,0B,16,00,00,
19237109,000007ED,false,Rx,4,8,0D,08,00,00,00,00,10,22,
19240314,0000046E,false,Rx,4,6,8B,1B,0B,18,0B,28,00,00,
19241102,0000047E,false,Rx,4,6,8B,29,0B,26,0B,26,00,00,
19242127,000007EE,false,Rx,4,8,00,01,00,00,00,00,10,0F,
20059632,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
20156146,00000460,false,Rx,4,6,8B,10,0B,0F,0B,18,00,00,
20157075,00000460,false,Rx,4,8,8B,0E,0B,0F,0B,18,0B,18,
20157978,00000460,false,Rx,4,8,8B,09,0B,09,0B,13,0B,12,
20158891,00000470,false,Rx,4,8,8B,13,0B,12,0B,13,0B,12,
20160244,000007E0,false,Rx,4,8,0D,0B,00,00,00,00,10,18,
20161147,00000460,false,Rx,4,8,8B,0F,0B,10,0B,1D,0B,1C,
20162162,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
20163065,00000470,false,Rx,4,8,8B,1A,0B,19,0B,1B,0B,1B,
20163998,00000470,false,Rx,4,8,80,02,0B,1A,0B,1C,0B,19,
20165011,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
20166097,000007E0,false,Rx,4,8,0D,09,00,00,00,00,10,16,
20166937,00000470,false,Rx,4,6,8B,1A,0B,19,0B,19,00,00,
20172825,00000463,false,Rx,4,8,8B,11,0B,14,0B,1D,0B,1E,
20173764,00000473,false,Rx,4,8,8B,1E,0B,1D,0B,1F,0B,1F,
20174758,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
20212429,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,13,
20213328,00000478,false,Rx,4,8,8B,13,0B,11,0B,14,0B,12,
20214313,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
20223085,0000046A,false,Rx,4,8,8B,10,0B,0F,0B,1B,0B,18,
20223994,0000047A,false,Rx,4,8,8B,1B,0B,18,0B,19,0B,19,
20224979,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
20231906,0000046C,false,Rx,4,6,8B,13,0B,11,0B,1C,00,00,
20232702,0000047C,false,Rx,4,6,8B,1D,0B,1E,0B,1C,00,00,
20233715,000007EC,false,Rx,4,8,0D,0E,00,00,00,00,10,27,
20236473,0000046D,false,Rx,4,6,8B,0E,0B,0D,0B,17,00,00,
20237260,0000047D,false,Rx,4,6,8B,16,0B,17,0B,16,00,00,
20238253,000007ED,false,Rx,4,8,0D,08,00,00,00,00,10,22,
20241448,0000046E,false,Rx,4,6,8B,1B,0B,19,0B,28,00,00,
20242245,0000047E,false,Rx,4,6,8B,2A,0B,26,0B,26,00,00,
20243268,000007EE,false,Rx,4,8,00,01,00,00,00,00,10,0F,
21061435,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
21157940,00000460,false,Rx,4,6,8B,10,0B,10,0B,19,00,00,
21158881,00000460,false,Rx,4,8,8B,0E,0B,10,0B,18,0B,18,
21159794,00000460,false,Rx,4,8,8B,08,0B,09,0B,12,0B,13,
21160704,00000470,false,Rx,4,8,8B,12,0B,13,0B,12,0B,12,
21162060,000007E0,false,Rx,4,8,0D,0B,00,00,00,00,10,18,
21162962,00000460,false,Rx,4,8,8B,10,0B,0F,0B,1B,0B,1D,
21163976,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
21164889,00000470,false,Rx,4,8,8B,1B,0B,19,0B,19,0B,1D,
21165833,00000470,false,Rx,4,8,80,02,0B,1A,0B,1C,0B,1A,
21166846,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
21167930,000007E0,false,Rx,4,8,0D,09,00,00,00,00,10,16,
21168771,00000470,false,Rx,4,6,8B,1A,0B,19,0B,1B,00,00,
21174647,00000463,false,Rx,4,8,8B,13,0B,12,0B,1E,0B,1F,
21175566,00000473,false,Rx,4,8,8B,1C,0B,1F,0B,1E,0B,1C,
21176561,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
21214234,00000468,false,Rx,4,8,8B,09,0B,0B,0B,13,0B,12,
21215133,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,12,
21216117,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
21224901,0000046A,false,Rx,4,8,8B,0F,0B,10,0B,18,0B,1B,
21225809,0000047A,false,Rx,4,8,8B,18,0B,1A,0B,17,0B,1A,
21226793,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
21233732,0000046C,false,Rx,4,6,8B,12,0B,10,0B,1D,00,00,
21234518,0000047C,false,Rx,4,6,8B,1D,0B,1D,0B,1C,00,00,
21235521,000007EC,false,Rx,4,8,0D,0E,00,00,00,00,10,27,
21238258,0000046D,false,Rx,4,6,8B,0E,0B,0E,0B,17,00,00,
21239025,0000047D,false,Rx,4,6,8B,17,0B,17,0B,17,00,00,
21240059,000007ED,false,Rx,4,8,0D,08,00,00,00,00,10,22,
21243265,0000046E,false,Rx,4,6,8B,1B,0B,19,0B,28,00,00,
21244052,0000047E,false,Rx,4,6,8B,29,0B,27,0B,25,00,00,
21245096,000007EE,false,Rx,4,8,00,01,00,00,00,00,10,0F,
22062643,00000200,false,Rx,4,3,02,00,00,00,00,00,00,00,
22159158,00000460,false,Rx,4,6,8B,10,0B,10,0B,18,00,00,
22160057,00000460,false,Rx,4,8,8B,0D,0B,0F,0B,17,0B,18,
22160959,00000460,false,Rx,4,8,8B,09,0B,09,0B,14,0B,12,
22161882,00000470,false,Rx,4,8,8B,12,0B,12,0B,12,0B,12,
22163235,000007E0,false,Rx,4,8,0D,0B,00,00,00,00,10,18,
22164149,00000460,false,Rx,4,8,8B,10,0B,11,0B,1C,0B,1C,
22165164,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
22166067,00000470,false,Rx,4,8,8B,1A,0B,19,0B,1A,0B,1C,
22167011,00000470,false,Rx,4,8,80,02,0B,19,0B,1C,0B,19,
22168014,000007E0,false,Rx,4,8,00,00,00,00,00,00,10,00,
22175849,00000463,false,Rx,4,8,8B,11,0B,14,0B,1D,0B,1F,
22176758,00000473,false,Rx,4,8,8B,1D,0B,1D,0B,1F,0B,1D,
22177752,000007E3,false,Rx,4,8,00,00,00,00,00,00,10,03,
22182507,000007E0,false,Rx,4,8,0D,09,00,00,00,00,10,16,
22183285,00000470,false,Rx,4,6,8B,1A,0B,19,0B,1A,00,00,
22215441,00000468,false,Rx,4,8,8B,0A,0B,0B,0B,13,0B,12,
22216340,00000478,false,Rx,4,8,8B,13,0B,11,0B,13,0B,13,
22217325,000007E8,false,Rx,4,8,0C,EE,00,00,00,00,10,02,
22226108,0000046A,false,Rx,4,8,8B,11,0B,0E,0B,1B,0B,19,
22226997,0000047A,false,Rx,4,8,8B,1B,0B,19,0B,19,0B,19,
22227982,000007EA,false,Rx,4,8,00,00,00,00,00,00,10,0A,
22234899,0000046C,false,Rx,4,6,8B,13,0B,12,0B,1C,00,00,
22235686,0000047C,false,Rx,4,6,8B,1D,0B,1E,0B,1C,00,00,
22236709,000007EC,false,Rx,4,8,0D,0E,00,00,00,00,10,27,
22239497,0000046D,false,Rx,4,6,8B,0E,0B,0D,0B,17,00,00,
22240275,0000047D,false,Rx,4,6,8B,17,0B,17,0B,15,00,00,
22241298,000007ED,false,Rx,4,8,0D,09,00,00,00,00,10,23,
22244493,0000046E,false,Rx,4,6,8B,1B,0B,18,0B,28,00,00,
22245280,0000047E,false,Rx,4,6,8B,2A,0B,27,0B,26,00,00,
